Images,ActualAge,ActualGender,Model_Pred_Gender,Model_Pred_Age,Model_Pred_Emotion,DeepFaceGender,DeepFaceEmotion,DeepFaceAge
"[[[ 72  54  54]
  [ 71  53  53]
  [ 72  54  54]
  ...
  [ 41  38  33]
  [ 53  50  45]
  [ 61  58  53]]

 [[ 70  52  52]
  [ 70  52  52]
  [ 73  55  55]
  ...
  [ 43  40  35]
  [ 54  51  46]
  [ 62  59  54]]

 [[ 66  48  48]
  [ 69  51  51]
  [ 74  56  56]
  ...
  [ 45  42  37]
  [ 55  52  47]
  [ 62  59  54]]

 ...

 [[166 130  98]
  [165 129  97]
  [162 126  94]
  ...
  [220 238 214]
  [220 238 214]
  [220 238 214]]

 [[164 128  96]
  [164 128  96]
  [162 126  94]
  ...
  [220 238 214]
  [220 238 214]
  [220 238 214]]

 [[163 127  95]
  [163 127  95]
  [163 127  95]
  ...
  [220 238 214]
  [220 238 214]
  [220 238 214]]]",51,Male,Male,52,happy,Male,fear,31
"[[[191 168 126]
  [191 168 126]
  [192 168 124]
  ...
  [ 44  34  25]
  [ 41  31  22]
  [ 38  28  19]]

 [[191 168 126]
  [191 168 126]
  [192 168 124]
  ...
  [ 42  32  23]
  [ 38  28  19]
  [ 35  25  16]]

 [[191 168 126]
  [191 168 126]
  [192 168 124]
  ...
  [ 38  28  19]
  [ 35  25  16]
  [ 32  22  13]]

 ...

 [[132 110  71]
  [131 109  70]
  [130 108  69]
  ...
  [181 184 189]
  [179 184 190]
  [177 184 190]]

 [[139 117  80]
  [138 116  79]
  [137 115  76]
  ...
  [180 187 195]
  [178 187 194]
  [178 187 194]]

 [[147 125  88]
  [146 124  87]
  [145 123  84]
  ...
  [179 188 195]
  [178 187 196]
  [176 186 195]]]",42,Male,Male,33,sad,Male,neutral,33
"[[[ 67  98 118]
  [ 63  94 114]
  [ 58  91 108]
  ...
  [ 19  18  26]
  [ 19  18  26]
  [ 19  18  26]]

 [[ 64  95 115]
  [ 61  92 110]
  [ 57  90 107]
  ...
  [ 19  18  26]
  [ 19  18  26]
  [ 18  17  25]]

 [[ 60  91 109]
  [ 57  88 106]
  [ 55  88 105]
  ...
  [ 19  18  26]
  [ 18  17  25]
  [ 17  16  24]]

 ...

 [[186  93  86]
  [196 103  95]
  [209 116 108]
  ...
  [213 172 142]
  [229 189 163]
  [239 202 175]]

 [[203 105  94]
  [212 114 101]
  [225 127 114]
  ...
  [217 176 146]
  [234 194 168]
  [245 208 181]]

 [[218 116 102]
  [225 123 109]
  [234 134 119]
  ...
  [221 180 150]
  [240 200 174]
  [251 214 187]]]",26,Female,Male,15,happy,Male,happy,24
"[[[ 16  10  10]
  [ 16  10  10]
  [ 16  10  10]
  ...
  [ 86  72  72]
  [ 90  76  76]
  [ 96  82  82]]

 [[ 16  10  10]
  [ 16  10  10]
  [ 16  10  10]
  ...
  [ 86  72  72]
  [ 90  76  76]
  [ 95  81  81]]

 [[ 15   9   9]
  [ 15   9   9]
  [ 15   9   9]
  ...
  [ 85  71  71]
  [ 89  75  75]
  [ 94  80  80]]

 ...

 [[105 125 158]
  [105 125 158]
  [104 124 157]
  ...
  [161 178 204]
  [165 183 207]
  [167 185 207]]

 [[102 122 155]
  [102 122 155]
  [102 122 155]
  ...
  [163 180 206]
  [166 184 208]
  [168 186 208]]

 [[101 121 154]
  [100 120 153]
  [100 120 153]
  ...
  [165 182 208]
  [167 185 209]
  [169 187 209]]]",36,Male,Male,37,happy,Male,happy,28
"[[[21 22 24]
  [21 22 24]
  [21 22 24]
  ...
  [31 26 33]
  [31 26 33]
  [31 26 33]]

 [[21 22 24]
  [21 22 24]
  [21 22 24]
  ...
  [31 26 33]
  [31 26 33]
  [31 26 33]]

 [[21 22 24]
  [21 22 24]
  [21 22 24]
  ...
  [29 26 33]
  [30 27 34]
  [30 27 34]]

 ...

 [[14 22 25]
  [13 21 24]
  [11 20 25]
  ...
  [23 27 30]
  [23 27 30]
  [23 27 30]]

 [[15 23 25]
  [15 23 25]
  [14 22 25]
  ...
  [23 27 30]
  [22 26 29]
  [22 26 29]]

 [[16 24 26]
  [16 24 26]
  [15 23 26]
  ...
  [22 26 29]
  [22 26 29]
  [21 25 28]]]",30,Female,Female,27,sad,Male,fear,23
"[[[212 211 216]
  [208 207 212]
  [204 202 207]
  ...
  [117  94  62]
  [117  94  62]
  [117  94  62]]

 [[212 211 216]
  [208 207 212]
  [205 203 208]
  ...
  [117  94  62]
  [117  94  62]
  [117  94  62]]

 [[211 211 213]
  [208 208 210]
  [206 204 209]
  ...
  [117  94  62]
  [117  94  62]
  [117  94  62]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",53,Male,Male,42,neutral,Male,sad,34
"[[[ 47  28  24]
  [ 47  28  24]
  [ 48  29  23]
  ...
  [ 63  51  53]
  [ 63  51  55]
  [ 64  52  56]]

 [[ 47  28  24]
  [ 47  28  24]
  [ 48  29  23]
  ...
  [ 63  51  53]
  [ 63  51  55]
  [ 64  52  56]]

 [[ 46  27  21]
  [ 47  28  22]
  [ 48  29  23]
  ...
  [ 63  51  53]
  [ 63  51  55]
  [ 64  52  56]]

 ...

 [[ 48  34  34]
  [ 52  38  38]
  [ 56  42  42]
  ...
  [248 236 238]
  [247 237 238]
  [247 237 238]]

 [[ 60  46  46]
  [ 63  49  49]
  [ 69  55  55]
  ...
  [246 234 236]
  [246 234 236]
  [246 234 236]]

 [[ 70  56  56]
  [ 73  59  59]
  [ 79  65  65]
  ...
  [245 233 235]
  [245 233 235]
  [245 233 235]]]",25,Female,Female,31,neutral,Female,fear,23
"[[[ 54  54  54]
  [ 54  54  54]
  [ 55  55  55]
  ...
  [180 180 180]
  [182 182 182]
  [183 183 183]]

 [[ 50  50  50]
  [ 51  51  51]
  [ 53  53  53]
  ...
  [181 181 181]
  [183 183 183]
  [184 184 184]]

 [[ 45  45  45]
  [ 47  47  47]
  [ 50  50  50]
  ...
  [183 183 183]
  [184 184 184]
  [185 185 185]]

 ...

 [[ 50  50  50]
  [ 49  49  49]
  [ 47  47  47]
  ...
  [207 207 207]
  [207 207 207]
  [207 207 207]]

 [[ 52  52  52]
  [ 49  49  49]
  [ 45  45  45]
  ...
  [207 207 207]
  [207 207 207]
  [207 207 207]]

 [[ 53  53  53]
  [ 49  49  49]
  [ 44  44  44]
  ...
  [207 207 207]
  [207 207 207]
  [207 207 207]]]",38,Female,Female,29,neutral,Male,angry,29
"[[[126 126 126]
  [126 126 126]
  [122 122 122]
  ...
  [120 120 120]
  [139 139 139]
  [150 150 150]]

 [[122 122 122]
  [122 122 122]
  [115 115 115]
  ...
  [111 111 111]
  [132 132 132]
  [145 145 145]]

 [[124 124 124]
  [120 120 120]
  [104 104 104]
  ...
  [101 101 101]
  [124 124 124]
  [140 140 140]]

 ...

 [[ 71  71  71]
  [ 81  81  81]
  [ 88  88  88]
  ...
  [167 167 167]
  [167 167 167]
  [167 167 167]]

 [[ 70  70  70]
  [ 82  82  82]
  [ 90  90  90]
  ...
  [167 167 167]
  [167 167 167]
  [167 167 167]]

 [[ 70  70  70]
  [ 83  83  83]
  [ 91  91  91]
  ...
  [167 167 167]
  [167 167 167]
  [167 167 167]]]",36,Female,Female,31,happy,Female,happy,29
"[[[119 111  90]
  [ 95  87  66]
  [ 64  56  37]
  ...
  [  5  11   9]
  [  5  11   7]
  [  5  11   7]]

 [[108 100  79]
  [ 84  76  55]
  [ 56  48  29]
  ...
  [  5  11   9]
  [  5  11   7]
  [  5  11   7]]

 [[ 91  83  64]
  [ 69  61  42]
  [ 45  36  19]
  ...
  [  5   9   8]
  [  5  10   6]
  [  5  10   6]]

 ...

 [[ 32  23  18]
  [ 32  23  18]
  [ 32  23  18]
  ...
  [ 10   6   3]
  [  9   5   2]
  [  9   5   2]]

 [[ 32  23  18]
  [ 32  23  18]
  [ 32  23  18]
  ...
  [ 10   6   3]
  [  9   5   2]
  [  9   5   2]]

 [[ 32  23  18]
  [ 32  23  18]
  [ 32  23  18]
  ...
  [ 10   6   3]
  [  9   5   2]
  [  9   5   2]]]",23,Female,Female,24,sad,Male,happy,27
"[[[175 163 163]
  [181 170 168]
  [186 170 170]
  ...
  [ 12   4   2]
  [  7   0   0]
  [  7   2   0]]

 [[179 167 167]
  [186 172 171]
  [186 170 170]
  ...
  [ 13   5   3]
  [  8   0   0]
  [  8   3   0]]

 [[187 173 173]
  [190 176 175]
  [187 171 171]
  ...
  [ 15   7   5]
  [  9   1   0]
  [  8   3   0]]

 ...

 [[ 24  14  15]
  [ 24  14  15]
  [ 24  14  15]
  ...
  [ 13   2   0]
  [ 11   0   0]
  [  8   0   0]]

 [[ 23  13  14]
  [ 23  13  14]
  [ 23  13  14]
  ...
  [ 13   2   0]
  [ 11   0   0]
  [  9   0   0]]

 [[ 22  12  13]
  [ 23  13  14]
  [ 23  13  14]
  ...
  [ 13   2   0]
  [ 12   0   0]
  [ 10   0   0]]]",22,Female,Female,16,neutral,Male,sad,32
"[[[168 147 130]
  [172 151 134]
  [182 156 139]
  ...
  [ 30   5   0]
  [ 29   5   1]
  [ 27   6   3]]

 [[174 153 136]
  [177 156 139]
  [187 161 144]
  ...
  [ 30   5   0]
  [ 27   3   0]
  [ 25   4   1]]

 [[182 161 144]
  [184 163 146]
  [193 167 150]
  ...
  [ 29   4   0]
  [ 26   2   0]
  [ 22   1   0]]

 ...

 [[123 141 225]
  [122 140 224]
  [122 140 222]
  ...
  [ 66  35  33]
  [ 68  37  35]
  [ 69  38  36]]

 [[123 141 225]
  [122 140 224]
  [122 140 222]
  ...
  [ 57  27  25]
  [ 60  30  28]
  [ 63  33  31]]

 [[123 141 225]
  [122 140 224]
  [122 140 222]
  ...
  [ 52  22  20]
  [ 56  26  24]
  [ 59  29  27]]]",70,Male,Male,51,neutral,Male,angry,31
"[[[ 15  16  11]
  [ 15  16  11]
  [ 15  15  13]
  ...
  [106  99  55]
  [ 93  89  44]
  [ 86  83  38]]

 [[ 15  16  11]
  [ 15  16  11]
  [ 15  15  13]
  ...
  [112 103  60]
  [ 98  94  49]
  [ 92  89  44]]

 [[ 15  16  11]
  [ 15  16  11]
  [ 15  15  13]
  ...
  [122 110  68]
  [109 102  58]
  [101  97  52]]

 ...

 [[ 29  30  34]
  [ 27  31  34]
  [ 26  30  33]
  ...
  [208 221 214]
  [200 213 206]
  [198 211 204]]

 [[ 28  29  33]
  [ 25  29  32]
  [ 24  28  31]
  ...
  [224 237 230]
  [215 228 221]
  [210 223 216]]

 [[ 26  27  31]
  [ 24  28  31]
  [ 23  27  30]
  ...
  [236 249 242]
  [231 244 237]
  [225 238 231]]]",26,Male,Male,36,happy,Male,happy,25
"[[[ 26  17  60]
  [ 27  19  58]
  [ 32  20  56]
  ...
  [ 90 114 210]
  [ 88 116 223]
  [ 88 118 228]]

 [[ 25  16  59]
  [ 27  19  58]
  [ 33  22  56]
  ...
  [ 80 104 200]
  [ 82 111 215]
  [ 84 114 224]]

 [[ 25  16  59]
  [ 28  20  59]
  [ 34  23  57]
  ...
  [ 72  96 192]
  [ 78 107 211]
  [ 82 113 221]]

 ...

 [[244 253 255]
  [242 251 255]
  [240 249 254]
  ...
  [184 211 240]
  [171 200 232]
  [164 193 227]]

 [[245 253 255]
  [243 251 253]
  [243 248 251]
  ...
  [210 237 254]
  [207 234 255]
  [205 233 254]]

 [[245 253 255]
  [243 252 251]
  [245 249 250]
  ...
  [225 252 255]
  [224 252 255]
  [224 252 255]]]",51,Male,Male,31,neutral,Male,surprise,27
"[[[251 255 254]
  [250 254 253]
  [254 254 254]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[252 255 255]
  [251 255 254]
  [253 253 253]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[252 255 255]
  [252 255 255]
  [251 251 251]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[233 233 233]
  [233 233 233]
  [233 233 233]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[233 233 233]
  [233 233 233]
  [233 233 233]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[233 233 233]
  [233 233 233]
  [233 233 233]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]]",29,Male,Male,35,neutral,Male,surprise,23
"[[[ 44  44  44]
  [ 48  48  48]
  [ 53  53  53]
  ...
  [ 86  86  86]
  [ 95  95  95]
  [101 101 101]]

 [[ 44  44  44]
  [ 48  48  48]
  [ 53  53  53]
  ...
  [ 87  87  87]
  [ 96  96  96]
  [102 102 102]]

 [[ 43  43  43]
  [ 47  47  47]
  [ 51  51  51]
  ...
  [ 88  88  88]
  [ 97  97  97]
  [103 103 103]]

 ...

 [[ 92  92  92]
  [115 115 115]
  [138 138 138]
  ...
  [206 206 206]
  [200 200 200]
  [188 188 188]]

 [[ 94  94  94]
  [120 120 120]
  [147 147 147]
  ...
  [204 204 204]
  [203 203 203]
  [193 193 193]]

 [[ 77  77  77]
  [106 106 106]
  [140 140 140]
  ...
  [197 197 197]
  [201 201 201]
  [194 194 194]]]",34,Female,Female,30,happy,Male,fear,24
"[[[ 39  13  12]
  [ 41  15  14]
  [ 43  17  16]
  ...
  [ 64  40  30]
  [ 63  39  29]
  [ 62  40  29]]

 [[ 39  13  12]
  [ 41  15  14]
  [ 43  17  16]
  ...
  [ 66  39  30]
  [ 64  40  30]
  [ 62  40  29]]

 [[ 39  13  12]
  [ 40  14  13]
  [ 42  16  15]
  ...
  [ 67  40  31]
  [ 64  40  30]
  [ 64  40  30]]

 ...

 [[135  88  80]
  [137  90  82]
  [138  91  85]
  ...
  [173 139 137]
  [173 142 139]
  [174 143 140]]

 [[134  87  79]
  [136  89  81]
  [136  91  85]
  ...
  [172 138 136]
  [172 141 138]
  [173 142 139]]

 [[132  85  77]
  [134  87  79]
  [134  89  83]
  ...
  [172 138 136]
  [172 141 138]
  [173 142 139]]]",27,Male,Male,28,sad,Male,neutral,34
"[[[189 180 175]
  [190 183 177]
  [192 184 182]
  ...
  [ 42  45  50]
  [ 46  47  52]
  [ 48  49  54]]

 [[189 180 175]
  [191 184 178]
  [194 186 184]
  ...
  [ 43  46  51]
  [ 47  48  53]
  [ 48  49  54]]

 [[189 180 175]
  [192 185 179]
  [197 189 187]
  ...
  [ 43  46  51]
  [ 47  48  53]
  [ 49  50  55]]

 ...

 [[207 189 185]
  [208 193 188]
  [211 195 195]
  ...
  [229 173 176]
  [231 179 181]
  [233 185 183]]

 [[211 192 188]
  [211 193 189]
  [211 195 195]
  ...
  [229 174 177]
  [230 180 181]
  [231 186 183]]

 [[214 195 191]
  [212 194 190]
  [213 195 195]
  ...
  [229 174 177]
  [229 181 181]
  [231 186 183]]]",22,Male,Male,21,sad,Male,neutral,23
"[[[212 207 229]
  [212 207 229]
  [210 207 226]
  ...
  [158 155 172]
  [179 177 198]
  [193 194 215]]

 [[215 210 232]
  [215 210 230]
  [213 210 229]
  ...
  [150 147 164]
  [171 169 190]
  [187 188 209]]

 [[219 214 234]
  [219 214 234]
  [217 214 233]
  ...
  [139 137 151]
  [160 159 177]
  [180 178 199]]

 ...

 [[248 221 212]
  [248 221 212]
  [248 221 212]
  ...
  [ 50  45  51]
  [ 56  51  57]
  [ 59  54  60]]

 [[245 218 209]
  [245 218 209]
  [245 218 209]
  ...
  [ 50  45  51]
  [ 57  52  58]
  [ 61  56  62]]

 [[243 216 207]
  [243 216 207]
  [243 216 207]
  ...
  [ 51  46  52]
  [ 58  53  59]
  [ 62  57  63]]]",65,Male,Male,56,sad,Male,happy,35
"[[[93 67 52]
  [93 67 52]
  [85 62 46]
  ...
  [73 42 22]
  [71 40 22]
  [67 38 20]]

 [[92 66 51]
  [91 65 50]
  [82 59 43]
  ...
  [74 43 23]
  [72 41 23]
  [69 40 22]]

 [[87 64 48]
  [84 61 45]
  [77 54 38]
  ...
  [76 45 25]
  [75 44 26]
  [72 43 25]]

 ...

 [[40 23 15]
  [39 22 14]
  [38 24 15]
  ...
  [27 14  5]
  [29 16  7]
  [30 17  8]]

 [[42 25 17]
  [42 25 17]
  [42 28 19]
  ...
  [25 11  2]
  [28 14  5]
  [31 17  8]]

 [[45 28 20]
  [46 29 21]
  [46 32 23]
  ...
  [25 11  2]
  [30 16  7]
  [35 21 12]]]",36,Female,Female,37,neutral,Female,happy,45
"[[[ 32  25  15]
  [ 32  25  15]
  [ 34  27  17]
  ...
  [159 129 103]
  [163 129 104]
  [164 130 105]]

 [[ 32  25  15]
  [ 32  25  15]
  [ 34  27  17]
  ...
  [159 129 103]
  [163 129 104]
  [164 130 105]]

 [[ 33  24  15]
  [ 33  24  15]
  [ 35  26  17]
  ...
  [159 129 105]
  [163 129 104]
  [164 130 105]]

 ...

 [[ 45  31  28]
  [ 45  31  28]
  [ 47  33  30]
  ...
  [ 58  41  33]
  [ 65  47  37]
  [ 69  51  41]]

 [[ 47  33  30]
  [ 46  32  29]
  [ 46  32  29]
  ...
  [ 58  41  33]
  [ 65  47  37]
  [ 70  52  42]]

 [[ 48  34  31]
  [ 46  32  29]
  [ 45  31  28]
  ...
  [ 59  42  34]
  [ 66  48  38]
  [ 71  53  43]]]",35,Female,Female,34,happy,Female,angry,36
"[[[133  88  47]
  [137  92  51]
  [143  98  57]
  ...
  [186 204 190]
  [188 204 191]
  [188 204 191]]

 [[142  97  56]
  [146 101  60]
  [151 106  65]
  ...
  [187 205 191]
  [188 204 191]
  [188 204 191]]

 [[151 106  65]
  [154 109  68]
  [157 112  71]
  ...
  [187 205 191]
  [188 204 191]
  [189 205 192]]

 ...

 [[211 162 129]
  [212 163 130]
  [213 167 133]
  ...
  [ 21  31  33]
  [ 21  31  33]
  [ 21  31  33]]

 [[212 163 130]
  [214 165 132]
  [214 168 134]
  ...
  [ 21  31  33]
  [ 21  31  33]
  [ 21  31  33]]

 [[213 164 131]
  [214 165 132]
  [215 169 135]
  ...
  [ 21  31  33]
  [ 21  31  33]
  [ 21  31  33]]]",25,Female,Female,39,sad,Female,happy,32
"[[[161 159 160]
  [136 134 135]
  [105 103 104]
  ...
  [ 42  57  50]
  [ 40  57  49]
  [ 40  57  49]]

 [[152 150 151]
  [129 127 128]
  [ 99  97  98]
  ...
  [ 42  57  50]
  [ 40  57  49]
  [ 40  57  49]]

 [[140 138 139]
  [118 116 117]
  [ 91  89  90]
  ...
  [ 42  57  52]
  [ 41  58  50]
  [ 40  57  49]]

 ...

 [[153 142 140]
  [160 149 147]
  [172 161 159]
  ...
  [ 48  34  33]
  [ 49  38  36]
  [ 51  40  38]]

 [[166 155 153]
  [172 161 159]
  [183 172 170]
  ...
  [ 49  35  34]
  [ 50  39  37]
  [ 51  41  39]]

 [[174 163 161]
  [180 169 167]
  [189 178 176]
  ...
  [ 47  36  34]
  [ 50  39  37]
  [ 51  41  39]]]",48,Male,Male,43,sad,Male,neutral,32
"[[[236 242 240]
  [233 239 239]
  [229 232 237]
  ...
  [148 120 108]
  [149 121 109]
  [149 121 109]]

 [[234 240 238]
  [232 238 238]
  [229 232 237]
  ...
  [146 118 106]
  [147 119 107]
  [147 119 107]]

 [[233 239 239]
  [233 238 241]
  [229 232 237]
  ...
  [144 116 104]
  [144 116 104]
  [143 115 103]]

 ...

 [[230 234 235]
  [229 233 234]
  [232 236 237]
  ...
  [215 217 230]
  [216 218 231]
  [216 218 231]]

 [[229 233 234]
  [232 236 237]
  [237 241 242]
  ...
  [214 216 229]
  [215 217 230]
  [215 217 230]]

 [[226 230 231]
  [232 236 237]
  [238 242 243]
  ...
  [213 215 228]
  [214 216 229]
  [214 216 229]]]",1,Female,Female,0,neutral,Male,neutral,22
"[[[161 114  70]
  [167 120  76]
  [181 133  87]
  ...
  [142 112  76]
  [136 107  75]
  [131 105  72]]

 [[162 115  71]
  [168 121  77]
  [180 132  86]
  ...
  [142 112  76]
  [136 107  75]
  [130 104  71]]

 [[164 117  73]
  [169 122  78]
  [180 132  86]
  ...
  [143 113  77]
  [136 107  75]
  [130 104  71]]

 ...

 [[  3   6  11]
  [  3   6  11]
  [  3   7  10]
  ...
  [133  80  90]
  [138  84  97]
  [140  87  97]]

 [[  5   8  13]
  [  5   8  13]
  [  5   9  12]
  ...
  [124  78  88]
  [132  84  96]
  [135  88  98]]

 [[  6   9  14]
  [  7  10  15]
  [  7  11  14]
  ...
  [114  72  82]
  [124  78  89]
  [127  81  92]]]",35,Male,Male,37,sad,Male,neutral,23
"[[[ 32  12   3]
  [ 31  11   2]
  [ 37  15   4]
  ...
  [ 41  24  14]
  [ 40  26  15]
  [ 40  26  15]]

 [[ 31  11   2]
  [ 31  11   2]
  [ 37  15   4]
  ...
  [ 40  23  13]
  [ 39  25  14]
  [ 40  26  15]]

 [[ 31  11   2]
  [ 31  11   2]
  [ 37  15   4]
  ...
  [ 40  23  13]
  [ 41  24  14]
  [ 41  24  14]]

 ...

 [[ 10  10   0]
  [ 11  11   1]
  [ 11  11   3]
  ...
  [143 167 191]
  [111 136 158]
  [ 80 105 127]]

 [[ 14  14   4]
  [ 13  13   3]
  [ 14  13   8]
  ...
  [140 164 188]
  [108 133 155]
  [ 77 102 124]]

 [[ 16  16   6]
  [ 16  16   8]
  [ 16  15  10]
  ...
  [139 163 187]
  [106 131 153]
  [ 75 100 122]]]",34,Male,Male,33,sad,Male,happy,24
"[[[ 99 106 122]
  [ 92  98 112]
  [ 82  86  97]
  ...
  [ 99 130 177]
  [ 99 130 177]
  [ 99 130 177]]

 [[ 98 105 121]
  [ 91  97 111]
  [ 81  85  96]
  ...
  [ 99 130 177]
  [ 99 130 177]
  [ 99 130 177]]

 [[ 95 102 118]
  [ 89  95 109]
  [ 81  85  96]
  ...
  [ 99 130 177]
  [ 99 130 177]
  [ 99 130 177]]

 ...

 [[239 230 223]
  [240 231 224]
  [241 232 225]
  ...
  [124 155 199]
  [124 155 199]
  [124 155 199]]

 [[239 230 223]
  [240 231 224]
  [241 232 225]
  ...
  [124 155 199]
  [124 155 199]
  [124 155 199]]

 [[239 230 223]
  [240 231 224]
  [241 232 225]
  ...
  [124 155 199]
  [124 155 199]
  [124 155 199]]]",29,Male,Male,34,sad,Male,sad,27
"[[[160 128 107]
  [160 128 107]
  [166 131 111]
  ...
  [ 15   5   3]
  [ 15   5   3]
  [ 15   5   3]]

 [[159 127 106]
  [160 128 107]
  [166 131 111]
  ...
  [ 15   5   3]
  [ 15   5   3]
  [ 15   5   3]]

 [[158 125 106]
  [160 127 108]
  [168 133 114]
  ...
  [ 15   5   3]
  [ 15   5   3]
  [ 15   5   3]]

 ...

 [[217 170 128]
  [216 169 127]
  [212 164 124]
  ...
  [189 150 133]
  [189 150 133]
  [189 150 133]]

 [[216 169 127]
  [214 167 125]
  [211 163 123]
  ...
  [188 149 132]
  [188 149 132]
  [188 149 132]]

 [[217 170 128]
  [215 168 126]
  [212 164 124]
  ...
  [187 148 131]
  [188 149 132]
  [188 149 132]]]",35,Male,Male,32,neutral,Male,sad,27
"[[[182 122 111]
  [182 122 111]
  [183 125 111]
  ...
  [  0 101  62]
  [  0  98  60]
  [  0  96  58]]

 [[186 126 115]
  [187 127 116]
  [187 129 115]
  ...
  [  3 105  66]
  [  0 100  62]
  [  0  97  59]]

 [[193 133 122]
  [194 134 123]
  [194 136 122]
  ...
  [  9 111  72]
  [  3 105  66]
  [  0 101  62]]

 ...

 [[248 232  87]
  [248 232  87]
  [247 232  87]
  ...
  [249 221  75]
  [248 222  75]
  [249 223  76]]

 [[249 234  91]
  [249 234  91]
  [249 234  89]
  ...
  [249 221  75]
  [248 222  75]
  [248 222  75]]

 [[251 236  93]
  [251 236  93]
  [250 235  90]
  ...
  [249 221  75]
  [248 222  75]
  [248 222  75]]]",1,Male,Female,0,neutral,Male,sad,27
"[[[ 13  12   8]
  [ 13  12   8]
  [ 13  12   8]
  ...
  [201 197 185]
  [202 198 186]
  [202 198 186]]

 [[ 13  12   8]
  [ 13  12   8]
  [ 13  12   8]
  ...
  [204 200 188]
  [205 201 189]
  [205 201 189]]

 [[ 13  12   8]
  [ 13  12   8]
  [ 13  12   8]
  ...
  [207 205 192]
  [207 205 192]
  [208 206 193]]

 ...

 [[ 37  36  31]
  [ 35  34  29]
  [ 34  31  26]
  ...
  [170 171 166]
  [174 175 170]
  [177 178 173]]

 [[ 37  36  32]
  [ 35  34  30]
  [ 32  31  27]
  ...
  [166 167 162]
  [170 171 166]
  [173 174 169]]

 [[ 38  37  33]
  [ 35  34  30]
  [ 32  31  27]
  ...
  [164 165 160]
  [168 169 164]
  [171 172 167]]]",26,Female,Female,27,sad,Male,happy,31
"[[[40 31 16]
  [46 37 22]
  [53 45 32]
  ...
  [27 13  4]
  [31 17  8]
  [33 19 10]]

 [[43 34 19]
  [48 39 24]
  [53 45 32]
  ...
  [28 14  5]
  [31 17  8]
  [34 20 11]]

 [[49 40 25]
  [51 42 27]
  [53 43 31]
  ...
  [30 16  7]
  [32 18  9]
  [34 20 11]]

 ...

 [[38 26 26]
  [32 20 20]
  [25 13 13]
  ...
  [58 44 35]
  [80 63 55]
  [98 81 73]]

 [[50 38 38]
  [45 33 33]
  [38 26 26]
  ...
  [52 38 29]
  [68 51 43]
  [81 64 56]]

 [[59 47 47]
  [54 42 42]
  [48 36 36]
  ...
  [48 34 25]
  [58 41 33]
  [68 51 43]]]",17,Female,Female,18,sad,Male,happy,30
"[[[ 9 14  8]
  [ 8 13  7]
  [ 7 12  6]
  ...
  [42 49 33]
  [44 53 36]
  [46 55 38]]

 [[ 9 14  8]
  [ 8 13  7]
  [ 7 12  6]
  ...
  [43 50 34]
  [45 54 37]
  [47 56 39]]

 [[ 9 14  8]
  [ 8 13  7]
  [ 7 12  6]
  ...
  [44 51 35]
  [47 56 39]
  [49 58 41]]

 ...

 [[ 6 15 10]
  [ 5 14  9]
  [ 3 12  7]
  ...
  [13 20 13]
  [14 21 14]
  [14 21 14]]

 [[ 4 13  8]
  [ 3 12  7]
  [ 2 11  6]
  ...
  [10 17 10]
  [12 19 12]
  [13 20 13]]

 [[ 3 12  7]
  [ 2 11  6]
  [ 1 10  5]
  ...
  [ 8 15  8]
  [10 17 10]
  [12 19 12]]]",32,Male,Male,32,neutral,Male,happy,27
"[[[195 125  65]
  [195 125  65]
  [195 125  66]
  ...
  [ 51  42  37]
  [ 57  48  43]
  [ 57  48  43]]

 [[196 126  66]
  [196 126  66]
  [196 126  67]
  ...
  [ 45  36  31]
  [ 55  46  41]
  [ 59  50  45]]

 [[197 127  67]
  [197 127  67]
  [197 127  68]
  ...
  [ 36  27  22]
  [ 51  42  37]
  [ 59  50  45]]

 ...

 [[ 64  54  44]
  [ 63  53  43]
  [ 61  51  41]
  ...
  [145 155 154]
  [170 182 178]
  [181 193 189]]

 [[ 64  54  44]
  [ 63  53  43]
  [ 61  51  41]
  ...
  [136 146 145]
  [164 176 172]
  [181 193 189]]

 [[ 64  54  44]
  [ 63  53  43]
  [ 61  51  41]
  ...
  [130 140 139]
  [160 171 167]
  [179 191 187]]]",22,Female,Female,24,sad,Male,sad,21
